,article_title,article_section,article_date,article_url,title_sentiment
261,"No-deal Brexit would endanger rural life, says Welsh leader",Politics,2019-07-30,https://www.theguardian.com/politics/2019/jul/30/no-deal-brexit-would-endanger-rural-way-of-life-says-welsh-leader,0.0
262,"PM warns ministers over bullying, leaking or trying to stop Brexit",Politics,2019-08-23,https://www.theguardian.com/politics/2019/aug/23/pm-warns-ministers-over-bullying-leaking-or-trying-to-stop-brexit,0.0
263,The Guardian view on the Brexit economy: the UK risks recession | Editorial,Opinion,2019-09-10,https://www.theguardian.com/commentisfree/2019/sep/10/the-guardian-view-on-the-brexit-economy-the-uk-risks-recession,0.0
264,"Any Brexit deal must be acceptable to DUP, says Bertie Ahern",Politics,2019-09-10,https://www.theguardian.com/politics/2019/sep/10/any-brexit-deal-must-be-acceptable-dup-bertie-ahern,0.0
265,EU officials reject Boris Johnson claim of 'huge progress' in Brexit talks,Politics,2019-09-15,https://www.theguardian.com/politics/2019/sep/15/eu-officials-reject-boris-johnson-claim-huge-progress-brexit-talks,0.4000000000000001
266,Johnson to tell Juncker: ‘I won’t discuss Brexit extension beyond 31 October’,Politics,2019-09-15,https://www.theguardian.com/politics/2019/sep/15/johnson-to-defy-benn-bill-quit-31-october-come-what-may,0.0
267,Philip Hammond backed by senior local Tory over Brexit stance,Politics,2019-08-16,https://www.theguardian.com/politics/2019/aug/16/philip-hammond-backed-by-senior-local-tory-over-brexit-stance,0.0
268,Looking for Brexit answers? Don't ask the Brexit secretary | John Crace,Politics,2019-01-24,https://www.theguardian.com/politics/2019/jan/24/looking-for-brexit-answers-dont-ask-the-brexit-secretary,0.0
269,Food for thought: Mecca Bingo owner plans no-deal Brexit menu,Business,2019-08-22,https://www.theguardian.com/business/2019/aug/22/food-for-thought-mecca-bingo-owner-plans-no-deal-brexit-menu-rank-group,0.0
270,What are the possible routes to avoiding a no-deal Brexit?,Politics,2019-08-29,https://www.theguardian.com/politics/2019/aug/29/possible-routes-no-deal-brexit-eu,0.0
271,Boris Johnson’s cheerleaders are delusional – no good Brexit deal is possible | Owen Jones,Opinion,2019-08-23,https://www.theguardian.com/commentisfree/2019/aug/23/brexit-deal-british-press-boris-johnson,-0.175
272,Irish deputy PM tells Brexit secretary backstop 'is only viable solution',Politics,2019-08-28,https://www.theguardian.com/politics/2019/aug/28/irish-deputy-pm-clashes-with-stephen-barclay-over-backstop,0.0
273,'It's fearmongering': talk of coup fails to impress Brexit-backing Grays,Politics,2019-08-29,https://www.theguardian.com/politics/2019/aug/29/its-fearmongering-talk-of-coup-fails-to-impress-brexit-backing-grays,-0.5
274,Tory rebels sceptical over Corbyn's plans for stopping no-deal Brexit,Politics,2019-08-22,https://www.theguardian.com/politics/2019/aug/22/former-tory-mp-tells-corbyn-to-rethink-plan-to-stop-no-deal-brexit,0.0
275,Jeremy Corbyn agrees to prioritise legislation to stop no-deal Brexit,Politics,2019-08-27,https://www.theguardian.com/politics/2019/aug/27/brexit-jeremy-corbyn-prioritise-legislation-stop-no-deal-meeting-opposition-parties-labour,0.0
276,Corbyn says Labour would back remain in Brexit referendum,Politics,2019-07-09,https://www.theguardian.com/politics/2019/jul/09/corbyn-says-labour-would-back-remain-in-brexit-referendum,0.0
277,"I won’t support no-deal Brexit, says defiant Ruth Davidson",Politics,2019-07-28,https://www.theguardian.com/politics/2019/jul/28/support-no-deal-brexit-scottish-ruth-davidson-boris-johnson,0.0
278,Tory 'Gaukward squad' hardens stance against no-deal Brexit,Politics,2019-07-02,https://www.theguardian.com/politics/2019/jul/02/hammond-hints-vote-against-new-tory-johnson-hunt-government-halt-no-deal-brexit,0.0
279,Brexit party eyes early breakthrough in Peterborough byelection,Politics,2019-06-05,https://www.theguardian.com/politics/2019/jun/05/brexit-party-eyes-early-breakthrough-in-peterborough,0.1
280,Brexit: shutting down parliament 'gravest abuse of power in living memory',Politics,2019-08-26,https://www.theguardian.com/politics/2019/aug/26/brexit-shutting-down-parliament-gravest-abuse-of-power-in-living-memory-legal-advice,-0.15555555555555559
281,"You don't get to decide whether Brexit happens, Johnson tells MPs",Politics,2019-08-26,https://www.theguardian.com/politics/2019/aug/26/boris-johnson-warning-mps-block-no-deal-brexit,0.0
282,Brexit: EU ‘would block trade deal if Britain reneged on bill’,World news,2019-08-26,https://www.theguardian.com/world/2019/aug/26/eu-would-block-trade-deal-if-britain-reneged-on-brexit-bill,0.0
283,No-deal Brexit likely to push up price of bread in Ireland,World news,2019-09-12,https://www.theguardian.com/world/2019/sep/12/no-deal-brexit-likely-to-push-up-price-of-bread-in-ireland,0.0
284,BMW boss urges Boris Johnson to abandon no-deal Brexit,Business,2019-08-01,https://www.theguardian.com/business/2019/aug/01/bmw-boss-urges-boris-johnson-to-abandon-no-deal-brexit,0.0
285,Health secretary voices concern at duty-free's return under no-deal Brexit,Politics,2019-09-11,https://www.theguardian.com/politics/2019/sep/11/health-secretary-voices-concern-at-duty-frees-return-under-no-deal-brexit,0.0
286,Pitting climate justice against remain won’t make Brexit go away for Labour | Zoe Williams,Opinion,2019-09-17,https://www.theguardian.com/commentisfree/2019/sep/17/climate-justice-lexiteer-labour-conference-europe-environment,0.0
287,Brexit: government declines to rule out fresh prorogation if it loses case,Law,2019-09-17,https://www.theguardian.com/law/2019/sep/17/government-declines-to-rule-out-fresh-prorogation-if-it-loses-case,0.0
288,'Some people I will never convince': Cameron reflects on his Brexit legacy,Politics,2019-09-20,https://www.theguardian.com/politics/2019/sep/20/some-people-never-convince-david-cameron-reflects-brexit-legacy,0.0
289,This hard-Brexit cabinet could spell doom for British farmers | Julian Baggini,Opinion,2019-07-26,https://www.theguardian.com/commentisfree/2019/jul/26/hard-brexit-cabinet-disaster-british-farmers,0.0
290,Exasperation mingles with regret as Europe tries to deal with Brexit | Jeremy Cliffe,Opinion,2019-08-25,https://www.theguardian.com/commentisfree/2019/aug/25/exasperation-mingles-with-regret-as-europe-tries-to-deal-with-brexit,-0.1
291,We must not switch off from the grim truth about Brexit | William Keegan,Business,2019-08-25,https://www.theguardian.com/business/2019/aug/25/brexit-must-not-switch-off-grim-truth-folly-no-deal,-1.0
292,"Brexit: EU citizens feel safer in Scotland than in England, report says",Politics,2019-09-17,https://www.theguardian.com/politics/2019/sep/17/eu-citizens-feel-safer-in-scotland-than-in-england-report-says,0.0
293,UK economy shrinks after Brexit car factory shutdowns,Business,2019-06-10,https://www.theguardian.com/business/2019/jun/10/uk-economy-brexit-car-shutdowns-bmw-peugeot-gdp,0.0
294,Monday briefing: Trump flies in to Brexit Britain,World news,2019-06-03,https://www.theguardian.com/world/2019/jun/03/monday-briefing-trump-flies-in-to-brexit-britain,0.0
295,Brexit: MPs pass Cooper's Brexit delay bill with majority of one - as it happened,Politics,,https://www.theguardian.com/politics/live/2019/apr/03/brexit-latest-news-live-may-corbyn-meeting-barclay-says-remorseless-logic-of-commons-numbers-is-pushing-uk-towards-softer-brexit-live-news,0.0
296,People's Vote tells Labour MPs not to back a Johnson Brexit deal,Politics,2019-09-19,https://www.theguardian.com/politics/2019/sep/19/peoples-vote-tells-labour-mps-not-to-back-a-johnson-brexit-deal,0.0
297,Thornberry: Labour could back Tory Brexit deal – in exchange for a referendum,Politics,2019-09-20,https://www.theguardian.com/politics/2019/sep/20/thornberry-labour-could-back-tory-brexit-deal-in-exchange-for-referendum,0.0
298,BMW to close Oxford factory for two days as hard Brexit looms,Business,2019-09-10,https://www.theguardian.com/business/2019/sep/10/bmw-to-close-oxford-factory-for-two-days-as-hard-brexit-looms,-0.2916666666666667
299,Former Tory minister warns Johnson against no-deal Brexit strategy,Politics,2019-07-30,https://www.theguardian.com/politics/2019/jul/30/stephen-hammond-boris-johnson-warn-against-no-deal-brexit,0.0
300,Theresa May delivers parting shot on Brexit to Boris Johnson,Politics,2019-07-24,https://www.theguardian.com/politics/2019/jul/24/theresa-may-gives-boris-johnson-frosty-welcome-at-pmqs,0.0
301,Brexit extension: will the EU grant one if the UK requests it?,Politics,2019-09-09,https://www.theguardian.com/politics/2019/sep/09/brexit-extension-would-the-eu-grant-one-if-the-uk-requests-it,0.0
302,EU to declare a no-deal Brexit a major natural disaster,Politics,2019-09-02,https://www.theguardian.com/politics/2019/sep/02/eu-could-declare-no-deal-brexit-as-major-natural-disaster,0.08125
303,Thursday briefing: May's Brexit broadside,World news,2019-03-21,https://www.theguardian.com/world/2019/mar/21/thursday-briefing-mays-brexit-broadside,0.0
304,Headset mics: latest tactic in TV news's battle with Brexit protests,Media,2019-09-03,https://www.theguardian.com/media/2019/sep/03/headset-mics-latest-tactic-in-tv-newss-battle-with-brexit-protests,0.5
305,‘Leverage’: Britain's vocabulary gap in the face of no-deal Brexit,Books,2019-08-09,https://www.theguardian.com/books/2019/aug/09/leverage-britains-vocabulary-gap-in-the-face-of-no-deal-brexit,0.0
306,Mike Pence backs Boris Johnson over Brexit in awkward Dublin visit,World news,2019-09-03,https://www.theguardian.com/world/2019/sep/03/mike-pence-backs-boris-johnson-brexit-dublin-visit,-0.6
307,Corbyn: Johnson plotting abuse of power to force no-deal Brexit,Politics,2019-08-08,https://www.theguardian.com/politics/2019/aug/08/corbyn-johnson-plotting-abuse-of-power-to-force-no-deal-brexit,0.0
308,Scotland 'at risk of losing environmental protection after Brexit’,UK news,2019-06-26,https://www.theguardian.com/uk-news/2019/jun/26/ensure-brexit-does-not-derail-environment-law-warn-scots-activists,0.0
309,Re:Creating Europe review – voices from history echo through Brexit,Stage,2019-07-14,https://www.theguardian.com/stage/2019/jul/14/recreating-europe-review-the-lowry-salford-manchester-international-festival-brexit,0.0
310,EU officials reject Boris Johnson claim of 'huge progress' in Brexit talks,Politics,2019-09-15,https://www.theguardian.com/politics/2019/sep/15/eu-officials-reject-boris-johnson-claim-huge-progress-brexit-talks,0.4000000000000001
311,Post-Brexit migration: how does Australia's points system work?,UK news,2019-06-27,https://www.theguardian.com/uk-news/2019/jun/27/post-brexit-migration-australia-points-system-explainer,0.0
312,Johnson to tell Juncker: ‘I won’t discuss Brexit extension beyond 31 October’,Politics,2019-09-15,https://www.theguardian.com/politics/2019/sep/15/johnson-to-defy-benn-bill-quit-31-october-come-what-may,0.0
313,Food for thought: Mecca Bingo owner plans no-deal Brexit menu,Business,2019-08-22,https://www.theguardian.com/business/2019/aug/22/food-for-thought-mecca-bingo-owner-plans-no-deal-brexit-menu-rank-group,0.0
314,It is parliament’s duty to resist Johnson’s dangerous no-deal Brexit strategy | Dominic Grieve,Opinion,2019-09-07,https://www.theguardian.com/commentisfree/2019/sep/07/parliament-duty-to-resist-boris-johnson-dangerous-no-deal-brexit-strategy,-0.6
315,Edinburgh may lose £20m US circus project over Brexit fears,Culture,2019-07-28,https://www.theguardian.com/culture/2019/jul/28/edinburgh-may-lose-20m-us-circus-project-over-brexit-fears,0.0
316,Johnson told no-deal Brexit will crush domestic policy plans,Politics,2019-07-28,https://www.theguardian.com/politics/2019/jul/28/boris-johnson-ifg-no-deal-brexit-crush-domestic-policy-plans,0.0
317,"Hopes of clean break with EU are nonsense, says ex-Brexit official",Politics,2019-09-14,https://www.theguardian.com/politics/2019/sep/14/hopes-of-clean-break-with-eu-are-nonsense-says-ex-brexit-official,0.3666666666666667
318,Corbyn arranges all-party 'tactics' meeting to fight no-deal Brexit,Politics,2019-08-21,https://www.theguardian.com/politics/2019/aug/21/corbyn-arranges-all-party-tactics-meeting-to-fight-no-deal-brexit,0.0
319,"Boris Johnson ‘turbo-charging’ no-deal Brexit plans, say ministers",Politics,2019-07-28,https://www.theguardian.com/politics/2019/jul/28/boris-johnson-turbo-charging-no-deal-brexit-plans-say-ministers,0.0
320,End of free movement after Brexit is a disaster for families | Letters,Politics,2019-08-20,https://www.theguardian.com/politics/2019/aug/20/end-of-free-movement-after-brexit-is-a-disaster-for-families,0.4
321,"Brexit: government 'operating on assumption' of no deal, says Gove",Politics,2019-07-28,https://www.theguardian.com/politics/2019/jul/28/michael-gove-government-operating-on-assumption-of-no-deal-brexit,0.0
322,Canvas of lies: what Dominic Cummings tote bag and gilets tell,Fashion,2019-09-13,https://www.theguardian.com/fashion/2019/sep/13/canvas-of-lies-what-dominic-cummings-dress-sense-tells-us-about-brexit,0.0
323,Defra refuses to give details on no-deal Brexit food supply disruptions,Politics,2019-09-12,https://www.theguardian.com/politics/2019/sep/12/defra-refuses-disclose-details-no-deal-brexit-food-supply-disruptions,0.0
324,Friday briefing: Labour's Brexit compromise?,World news,2019-03-01,https://www.theguardian.com/world/2019/mar/01/friday-briefing-labours-brexit-compromise,0.0
325,Brexit funder Arron Banks threatens Netflix over Great Hack documentary,UK news,2019-07-20,https://www.theguardian.com/uk-news/2019/jul/20/arron-banks-netflix-threat-great-hack-documentary,0.4
326,NHS nursing crisis worsened by Brexit exodus,Society,2019-05-08,https://www.theguardian.com/society/2019/may/08/nhs-nursing-crisis-worsened-by-brexit-exodus,0.0
327,Sacked minister urges Boris Johnson to dial down Brexit rhetoric,Politics,2019-07-27,https://www.theguardian.com/politics/2019/jul/27/tobiad-ellwood-urges-boris-johnson-to-dial-down-brexit-rhetoric,-0.15555555555555559
328,‘We need to survive’: Stevenage’s small business owners reveal Brexit fears,UK news,2019-08-20,https://www.theguardian.com/uk-news/2019/aug/20/stevenage-small-business-owners-brexit-no-deal,-0.25
329,Leaders should heed Franklin Medhurst’s Brexit plea | Letters,Politics,2019-05-07,https://www.theguardian.com/politics/2019/may/07/leaders-should-heed-franklin-medhursts-brexit-plea,0.0
330,Boris Johnson: I'd rather be dead in ditch than agree Brexit extension,Politics,2019-09-05,https://www.theguardian.com/politics/2019/sep/05/boris-johnson-rather-be-dead-in-ditch-than-agree-brexit-extension,-0.2
331,Brexit uncertainty triggers slump in UK construction sector,Business,2019-06-04,https://www.theguardian.com/business/2019/jun/04/brexit-uncertainty-triggers-slump-in-uk-construction-sector,0.0
332,Northern Ireland Brexit checks 'would require full police support',Politics,2019-06-24,https://www.theguardian.com/politics/2019/jun/24/northern-ireland-brexit-checks-would-require-full-police-support-backstop,0.35
333,Young people could turn the Brexit tide | Will Higham,Opinion,2019-05-07,https://www.theguardian.com/commentisfree/2019/may/07/brexit-register-to-vote-eu-elections,0.1
334,Scottish Labour throws weight behind second Brexit vote,Politics,2019-05-28,https://www.theguardian.com/politics/2019/may/28/two-scottish-labour-frontbenchers-quit-roles,-0.2
335,Brexit has turned our government into an Orwellian Ministry of Truth | Polly Toynbee,Opinion,2019-08-13,https://www.theguardian.com/commentisfree/2019/aug/13/brexit-government-orwellian-ministry-of-truth,0.0
336,No 10 rejects demands for parliament to be recalled over Brexit,Politics,2019-08-19,https://www.theguardian.com/politics/2019/aug/19/brexit-no-10-rejects-demands-parliament-recalled-no-deal-documents,0.0
337,Tuesday briefing: Corbyn converted over second Brexit referendum,World news,2019-05-28,https://www.theguardian.com/world/2019/may/28/tuesday-briefing-corbyn-converted-over-second-brexit-referendum,0.0
338,Revenue chief who received death threats over Brexit steps down,Politics,2019-07-18,https://www.theguardian.com/politics/2019/jul/18/revenue-chief-quits-after-death-threats-over-brexit-warnings,-0.15555555555555559
339,European chiefs press Johnson to explain Brexit plan in detail,Politics,2019-07-24,https://www.theguardian.com/politics/2019/jul/24/eu-ready-boris-johnso-brexit-plan-michel-barnier,0.0
340,"MPs opposing no-deal Brexit will need new tactics, report says",Politics,2019-08-11,https://www.theguardian.com/politics/2019/aug/11/mps-opposing-no-deal-brexit-will-need-new-tactics-report-says,0.13636363636363635
341,MPs look to bring back May's Brexit deal with vote on referendum,Politics,2019-09-10,https://www.theguardian.com/politics/2019/sep/10/mps-look-to-bring-back-mays-brexit-deal-with-vote-on-referendum,0.0
342,Proroguing parliament is bigger than Brexit. It’s a display of political power | Jonathan White,Opinion,2019-09-09,https://www.theguardian.com/commentisfree/2019/sep/09/prorogue-parliament-brexit-power-boris-johnson-impotence,0.0
343,"The Brexit ultras cheer him, but the Boris Johnson pantomime will end | Rafael Behr",Opinion,2019-09-03,https://www.theguardian.com/commentisfree/2019/sep/03/brexit-ultras-pantomime-boris-johnson,0.0
344,Group of cross-party MPs launch bid to reach compromise Brexit deal,Politics,2019-09-10,https://www.theguardian.com/politics/2019/sep/10/group-of-cross-party-mps-launch-bid-to-reach-compromise-brexit-deal,0.0
345,What next for British foreign policy in a post-Brexit world? | Christopher Hill,Opinion,2019-08-18,https://www.theguardian.com/commentisfree/2019/aug/18/what-next-for-britain-in-post-brexit-world,-0.041666666666666664
346,Theresa May delivers parting shot on Brexit to Boris Johnson,Politics,2019-07-24,https://www.theguardian.com/politics/2019/jul/24/theresa-may-gives-boris-johnson-frosty-welcome-at-pmqs,0.0
347,UK factory output dives to seven-year low as Brexit fears rise,Business,2019-09-02,https://www.theguardian.com/business/2019/sep/02/uk-factory-output-brexit-eu-manufacturers,0.0
348,Brexit extension: will the EU grant one if the UK requests it?,Politics,2019-09-09,https://www.theguardian.com/politics/2019/sep/09/brexit-extension-would-the-eu-grant-one-if-the-uk-requests-it,0.0
349,'We're hoping against hope': Falklands' fishing boom threatened by no-deal Brexit,UK news,2019-09-02,https://www.theguardian.com/uk-news/2019/sep/02/falkland-islands-fishing-industry-brexit-no-deal,0.0
350,MPs reject all alternative Brexit options,Politics,2019-03-27,https://www.theguardian.com/politics/2019/mar/27/mps-reject-all-alternative-brexit-options,0.0
351,FTSE exit beckons for M&S as retail sector readies for Brexit,Business,2019-09-01,https://www.theguardian.com/business/2019/sep/01/ftse-marks-and-spencer-retail-sector-brexit,0.0
352,Scotland 'at risk of losing environmental protection after Brexit’,UK news,2019-06-26,https://www.theguardian.com/uk-news/2019/jun/26/ensure-brexit-does-not-derail-environment-law-warn-scots-activists,0.0
353,Oliver Letwin: the unlikely Brexit rebel,Politics,2019-03-27,https://www.theguardian.com/politics/2019/mar/27/oliver-letwin-the-unlikely-brexit-rebel,-0.5
354,Philip Hammond: MPs can stop Boris Johnson delivering no-deal Brexit,Politics,2019-08-14,https://www.theguardian.com/politics/2019/aug/14/philip-hammond-mps-can-stop-boris-johnson-delivering-no-deal-brexit,0.0
355,Brexit: Boris Johnson short of options as rebels vow to secure delay,Politics,2019-09-06,https://www.theguardian.com/politics/2019/sep/06/boris-johnson-short-of-options-as-rebels-vow-to-secure-brexit-delay,0.2
356,Delving deeper into the Brexit arithmetic | Letters,Politics,2019-04-02,https://www.theguardian.com/politics/2019/apr/02/delving-deeper-into-the-brexit-arithmetic,0.0
357,How to see beyond Brexit,Books,2019-02-23,https://www.theguardian.com/books/2019/feb/23/beyond-brexit-james-meek,0.0
358,"Morning mail: Brexit chaos continues, Biloela legal fears, is Nessie an eel?",Australia news,2019-09-06,https://www.theguardian.com/australia-news/2019/sep/06/morning-mail-brexit-chaos-continues-biloela-legal-fears-is-nessie-an-eel,0.2
359,Len McCluskey: there is no path to a second Brexit referendum,UK news,2019-08-14,https://www.theguardian.com/uk-news/2019/aug/14/no-path-to-a-second-referendum-says-unite-leader,0.0
360,Michael Morpurgo on fighting Brexit: 'I've been spat at. It's almost civil war',Books,2019-09-13,https://www.theguardian.com/books/2019/sep/13/michael-morpurgo-boy-giant-brexit-refugee-crisis-trump-civil-war,0.0
361,Buoyant Lib Dems keep quiet on Brexit in Brecon and Radnorshire,Politics,2019-07-29,https://www.theguardian.com/politics/2019/jul/29/lib-dems-quiet-bollocks-to-brexit-brecon-and-radnorshire-byelection,0.0
362,Sterling slumps further as fears mount over no-deal Brexit,Business,2019-07-30,https://www.theguardian.com/business/2019/jul/30/pound-sterling-no-deal-brexit-dollar-euro-boris-johnson,0.0
363,Boris Johnson’s cheerleaders are delusional – no good Brexit deal is possible | Owen Jones,Opinion,2019-08-23,https://www.theguardian.com/commentisfree/2019/aug/23/brexit-deal-british-press-boris-johnson,-0.175
364,Tory rebels sceptical over Corbyn's plans for stopping no-deal Brexit,Politics,2019-08-22,https://www.theguardian.com/politics/2019/aug/22/former-tory-mp-tells-corbyn-to-rethink-plan-to-stop-no-deal-brexit,0.0
365,Hammond plots with Labour to kill Johnson’s no-deal Brexit plan,Politics,2019-07-27,https://www.theguardian.com/politics/2019/jul/27/hammond-plots-with-starmer-to-kill-no-deal-brexit,0.0
366,Johnson plots a high-risk Brexit with war on the doubters,Politics,2019-07-28,https://www.theguardian.com/politics/2019/jul/28/boris-johnson-plots-high-risk-brexit-with-war-on-doubters,0.0
367,"‘Boris bounce’ lifts Tories at expense of Brexit party, poll shows",Politics,2019-07-27,https://www.theguardian.com/politics/2019/jul/27/boris-bounce-lifts-tories-at-expense-of-brexit-party-poll-shows,0.0
368,Business will not forgive or forget the great Brexit betrayal of trust | Polly Toynbee,Opinion,2019-08-27,https://www.theguardian.com/commentisfree/2019/aug/27/business-brexit-directors-companies-no-deal,0.8
369,"Social justice, not Brexit – Theresa May races to secure legacy",Politics,2019-07-10,https://www.theguardian.com/politics/2019/jul/10/social-justice-not-brexit-theresa-may-races-to-secure-her-legacy,0.21666666666666667
370,Scotland’s place in a post-Brexit world | Letters,Politics,2019-04-30,https://www.theguardian.com/politics/2019/apr/30/scotlands-place-in-a-post-brexit-world,0.0
371,Why The Third Man is an essential primer for no-deal Brexit,Film,2019-09-05,https://www.theguardian.com/film/2019/sep/05/why-the-third-man-is-an-essential-primer-for-no-deal-brexit,0.0
372,Brexit party challenges byelection result over 'postal vote corruption',Politics,2019-06-24,https://www.theguardian.com/politics/2019/jun/24/brexit-party-peterborough-byelection-postal-vote,0.0
373,Brussels to offer Boris Johnson extension on no-deal Brexit,Politics,2019-07-19,https://www.theguardian.com/politics/2019/jul/19/brussels-to-offer-boris-johnson-extension-on-no-deal-brexit,0.0
374,Brexiters tell archbishop of Canterbury not to interfere,UK news,2019-08-27,https://www.theguardian.com/uk-news/2019/aug/27/dont-interfere-with-brexit-archbishop-of-canterbury-justin-welby-told,0.0
375,Brexit: alternative to Irish backstop 'feasible in three years',Politics,2019-06-24,https://www.theguardian.com/politics/2019/jun/24/irish-border-kept-open-within-three-years-after-no-deal-brexit-says-report,0.0
376,Leadsom gives May ultimatum over Brexit bill support,Politics,2019-05-21,https://www.theguardian.com/politics/2019/may/21/leadsom-gives-may-ultimatum-over-brexit-bill-support,0.0
377,"Boris Johnson has no intention of renegotiating Brexit deal, EU told",Politics,2019-08-05,https://www.theguardian.com/politics/2019/aug/05/no-deal-brexit-is-boris-johnsons-central-scenario-eu-told,0.0
378,Greg Clark: no-deal Brexit would destroy 'thousands' of jobs,Politics,2019-07-12,https://www.theguardian.com/politics/2019/jul/12/greg-clark-no-deal-brexit-would-destroy-thousands-of-jobs,-0.2
379,Brexit will happen on 31 October 'whatever the circumstances' - No 10,Politics,2019-08-05,https://www.theguardian.com/politics/2019/aug/05/brexit-will-happen-on-31-october-whatever-the-circumstances-no-10,0.0
380,UK and Irish businesses want €1bn to withstand 'no-deal Brexit shock',Politics,2019-08-28,https://www.theguardian.com/world/2019/aug/28/uk-and-irish-businesses-want-1bn-euros-to-withstand-no-deal-brexit-shock,0.0
381,Corbyn’s team split over soft Brexit,Politics,2019-03-23,https://www.theguardian.com/politics/2019/mar/23/corbyns-cabinet-set-for-another-huge-rift-michael-savage-toby-helm,0.1
382,MPs pass amendment seeking to thwart no-deal Brexit prorogation,Politics,2019-07-18,https://www.theguardian.com/politics/2019/jul/18/mps-pass-amendment-seeking-to-thwart-no-deal-prorogation,0.0
383,Would Nigel Farage be Hitler or Stalin in Brexit 'non-aggression pact'? | John Crace,Politics,2019-08-27,https://www.theguardian.com/politics/2019/aug/27/brexit-party-nigel-farage-non-aggression-pact-boris-johnson-no-deal,0.0
384,Pound falls to lowest level in three years as Brexit clash looms,Business,2019-09-03,https://www.theguardian.com/business/2019/sep/03/pound-falls-lowest-level-three-years-brexit-election-sterling,0.0
385,Brexit: No 10 optimistic over EU 'shift' but Ireland presses for backstop,Politics,2019-08-27,https://www.theguardian.com/politics/2019/aug/27/brexit-no-10-optimistic-over-eu-shift-but-ireland-presses-for-backstop,0.0
386,UK economy returns to growth as carmakers end Brexit shutdown,Business,2019-07-10,https://www.theguardian.com/business/2019/jul/10/uk-economy-returns-to-growth-as-carmakers-end-brexit-shutdown-ons,0.0
387,‘Leverage’: Britain's vocabulary gap in the face of no-deal Brexit,Books,2019-08-09,https://www.theguardian.com/books/2019/aug/09/leverage-britains-vocabulary-gap-in-the-face-of-no-deal-brexit,0.0
388,Brexit: Carney rejects Boris Johnson's no-deal trade claim,Business,2019-06-21,https://www.theguardian.com/business/2019/jun/21/brexit-mark-carney-dismisses-boris-johnson-trade-claim-on-no-deal,0.0
389,"Hard Brexit would put officers' lives at risk, says Northern Ireland police chief",UK news,2019-09-18,https://www.theguardian.com/uk-news/2019/sep/18/hard-brexit-would-put-officers-lives-at-risk-says-northern-ireland-police-chief,-0.2916666666666667
390,Monday briefing: Trump flies in to Brexit Britain,World news,2019-06-03,https://www.theguardian.com/world/2019/jun/03/monday-briefing-trump-flies-in-to-brexit-britain,0.0
391,Catch-22 and the real and immediate danger of Brexit,Business,2019-06-30,https://www.theguardian.com/business/2019/jun/30/catch-22-brexit-real-immediate-danger-tory-party,0.2
392,Brexit: can opposition parties get their act together to stop no deal? | Letters,Politics,2019-08-16,https://www.theguardian.com/politics/2019/aug/16/brexit-can-opposition-parties-get-their-act-together-to-stop-no-deal,0.0
393,"Britain to be 'energetic partner' after Brexit, PM to tell G7 allies",Politics,2019-08-23,https://www.theguardian.com/politics/2019/aug/23/britain-to-be-energetic-partner-after-brexit-pm-to-tell-g7-allies,0.5
394,What is Labour's motion against a no-deal Brexit?,Politics,2019-06-11,https://www.theguardian.com/politics/2019/jun/11/what-is-labour-motion-against-a-no-deal-brexit,0.0
395,Brexit delay will squeeze transition period negotiations | Daniel Boffey,Politics,2019-04-10,https://www.theguardian.com/politics/2019/apr/10/brexit-delay-will-squeeze-transition-period-negotiations,0.0
396,BMW to close Oxford factory for two days as hard Brexit looms,Business,2019-09-10,https://www.theguardian.com/business/2019/sep/10/bmw-to-close-oxford-factory-for-two-days-as-hard-brexit-looms,-0.2916666666666667
397,"Brexit talks 'deadlocked', says Downing Street",Politics,2019-03-11,https://www.theguardian.com/politics/2019/mar/11/brexit-talks-deadlocked-says-downing-street,0.0
398,"Brexit deal solution at risk from ticking clock, not Merkel or Macron",World news,2019-08-22,https://www.theguardian.com/world/2019/aug/22/brexit-deal-solution-at-risk-from-ticking-clock-not-merkel-or-macron,0.0
399,No-deal Brexit fears over medication supplies | Letter,Politics,2019-04-09,https://www.theguardian.com/politics/2019/apr/09/no-deal-brexit-fears-over-medication-supplies,0.0
400,MPs reject all alternative Brexit options,Politics,2019-03-27,https://www.theguardian.com/politics/2019/mar/27/mps-reject-all-alternative-brexit-options,0.0
401,How to see beyond Brexit,Books,2019-02-23,https://www.theguardian.com/books/2019/feb/23/beyond-brexit-james-meek,0.0
402,Oliver Letwin: the unlikely Brexit rebel,Politics,2019-03-27,https://www.theguardian.com/politics/2019/mar/27/oliver-letwin-the-unlikely-brexit-rebel,-0.5
403,UK factory output dives to seven-year low as Brexit fears rise,Business,2019-09-02,https://www.theguardian.com/business/2019/sep/02/uk-factory-output-brexit-eu-manufacturers,0.0
404,Dominic Raab says law blocking no-deal Brexit may be tested in court,Politics,2019-09-08,https://www.theguardian.com/politics/2019/sep/08/dominic-raab-law-blocking-no-deal-brexit-tested-court-amber-rudd,0.0
405,Jeremy Hunt sparks business anger with no-deal Brexit comment,Politics,2019-06-30,https://www.theguardian.com/politics/2019/jun/30/jeremy-hunt-i-would-tell-bust-businesses-no-deal-brexit-was-worth-it,-0.7
406,'We're hoping against hope': Falklands' fishing boom threatened by no-deal Brexit,UK news,2019-09-02,https://www.theguardian.com/uk-news/2019/sep/02/falkland-islands-fishing-industry-brexit-no-deal,0.0
